texto,movilidad,oido,vista
sin problemas de oido,1,1,1
camino bien,1,1,1
no veo nada,1,1,0
de oido ando perfecto. me duelen los ojos y tengo tics motores.,2,1,0
"mi oido es normal, por otro lado tengo tdah",2,1,1
inquietud motora extrema pero oigo bien. veo lo estandar.,2,1,1
me fallan las piernas pero no escucho nada,0,0,1
"no soporto estar atrapado, necesito ambiente oscuro",2,1,2
tengo audicion nula ademas sin problemas de movilidad aunque ojos sensibles.,1,0,2
necesidad de moverme siempre,2,1,1
"me fallan las piernas, por otro lado veo bien. oido demasiado sensible.",0,2,1
los sonidos agudos me dan dolor de cabeza,1,2,1
no soporto estar atrapado ademas soy tuerto,2,1,0
"tengo movilidad muy reducida y escucho perfectamente, veo destellos constantemente.",0,1,2
"tengo sordera profunda pero hipersensibilidad a la luz, por otro lado no soporto estar atrapado.",2,0,2
"me muevo con normalidad, por otro lado tengo audicion normal",1,1,1
"la luz me deslumbra demasiado. escucho todo muy apagado, mi movilidad es normal.",1,0,2
tengo tdah,2,1,1
ando en silla de ruedas. veo lo estandar,0,1,1
"sufro tdah, por otro lado pantallas muy brillantes me duelen",2,1,2
sensible a pitidos. camino bien pero luz solar me ciega.,1,2,2
movilidad estandar,1,1,1
tengo vision normal pero oigo bien,1,1,1
he perdido la vista aunque movilidad estandar,1,1,0
tengo dolor ocular pero sin problemas de oido,1,1,0
mi vista es normal,1,1,1
oido demasiado sensible. no me puedo quedar quieto,2,2,1
no puedo andar. todo ok con la vista,0,1,1
me cuesta mucho caminar aunque escucho perfectamente,0,1,1
tengo ceguera total. soy hiperactivo,2,1,0
sordo total,1,0,1
no tengo orejas. sufro tdah,2,0,1
oigo genial,1,1,1
camino perfectamente pero tapon en el oido,1,0,1
mi movilidad es normal,1,1,1
tengo necesidad constante de moverme,2,1,1
no me funcionan los ojos. movilidad estandar,1,1,0
no soporto el volumen alto,1,2,1
mi movilidad es normal aunque tengo vision normal pero no escucho nada.,1,0,1
"hipervision, uso lenguaje de senas",1,0,2
me muevo con normalidad no oigo ni papa,1,0,1
"soy ciego parcialmente, por otro lado sufro tdah no oigo nada.",2,0,0
tengo tdah,2,1,1
me cuesta mucho caminar ademas oigo bien,0,1,1
veo bien pero camino bien,1,1,1
dolor de ojos,1,1,0
tengo vision nula pero mi movilidad es normal escucho perfectamente.,1,1,0
no veo casi nada de oido ando perfecto,1,1,0
dolor de ojos tengo hiperacusia,1,2,0
hiperaudicion,1,2,1
no escucho nada ademas perdi el ojo ademas voy en silla.,0,0,0
tengo dolor ocular,1,1,0
"estoy postrado, luz solar me ciega",0,1,2
no soporto estar atrapado,2,1,1
soy paralitico,0,1,1
veo destellos constantemente,1,1,2
estoy inmovilizado,0,1,1
tengo tdah,2,1,1
ruido ambiental me agobia,1,2,1
me muevo con normalidad aunque la luz me deslumbra demasiado,1,1,2
me muevo compulsivamente,2,1,1
sordo total ademas necesito espacio amplio ademas tengo dolor ocular.,2,0,0
"ando cojo, por otro lado tengo muy poca vision",0,1,0
me molestan mucho los ruidos ademas estoy inmovilizado,0,2,1
"hipermovilidad, por otro lado oigo genial ademas me molesta mucho la luz.",2,1,2
todo ok con la vista pero camino muy lento pero escucho cero.,0,0,1
vista de aguila. no oigo nada,1,0,2
"tengo tdah aunque audicion sin problemas, por otro lado vista de aguila.",2,1,2
sin problemas de movilidad,1,1,1
"toy ciego, el ruido fuerte me daña",1,2,0
ando bien de las piernas,1,1,1
uso lenguaje de senas aunque llevo lentillas y veo bien,1,0,1
necesito ambiente oscuro y tengo tdah,2,1,2
veo bien. mi movilidad es normal,1,1,1
oigo bien,1,1,1
sin problemas de vista,1,1,1
ando bien de las piernas y no soporto el volumen alto,1,2,1
necesidad de moverme siempre escucho cero. soy tuerto.,2,0,0
soy sordo pero tengo hipersensibilidad visual. me muevo con normalidad.,1,0,2
"oido demasiado sensible, por otro lado diagnosticado de tdah",2,2,1
invalido,0,1,1
tengo hiperacusia camino perfectamente ciego de nacimiento.,1,2,0
ruido ambiental me agobia,1,2,1
"movilidad estandar, por otro lado no tengo ojos aunque oigo genial.",1,1,0
los sonidos agudos me dan dolor de cabeza. veo perfectamente inquietud motora extrema.,2,2,1
me muevo con normalidad y sin problemas de vista,1,1,1
sin problemas de vista sufro tdah,2,1,1
soy hiperactivo. me molestan mucho los ruidos pero no tengo ojos.,2,2,0
no puedo subir escaleras,0,1,1
uso gafas para leer,1,1,1
movilidad estandar aunque tengo sordera profunda,1,0,1
ando cojo pero no tengo orejas y pantallas muy brillantes me duelen.,0,0,2
no escucho nada aunque mi agudeza visual es correcta y necesito espacio amplio.,2,0,1
tengo hipersensibilidad visual,1,1,2
tengo hipersensibilidad visual aunque soy hiperactivo sordo total.,2,0,2
tengo hipersensibilidad visual. mi movilidad es normal ademas sin problemas de oido.,1,1,2
veo destellos constantemente,1,1,2
soy ciego parcialmente,1,1,0
oido demasiado sensible,1,2,1
escucho cero,1,0,1
necesidad de moverme siempre,2,1,1
llevo lentillas y veo bien ademas oido demasiado sensible aunque soy paraplejico.,0,2,1
"los sonidos agudos me dan dolor de cabeza ando cojo, por otro lado soy tuerto.",0,2,0
ciego de nacimiento pero tengo hiperactividad,2,1,0
ando en silla de ruedas aunque no oigo nada,0,0,1
mi agudeza visual es correcta aunque inquietud motora extrema. no escucho nada.,2,0,1
sin problemas de vista aunque sin problemas de oido,1,1,1
no soporto las luces brillantes,1,1,2
ando en silla de ruedas pero veo lo estandar pero orejas sensibles.,0,2,1
soy tuerto,1,1,0
"veo perfectamente, por otro lado camino muy lento",0,1,1
ningun problema para caminar,1,1,1
oigo genial,1,1,1
tengo audicion normal,1,1,1
tengo hipersensibilidad visual,1,1,2
ando bien de las piernas y oigo genial y casi no tengo vista.,1,1,0
"llevo lentillas y veo bien oido demasiado sensible, hipermovilidad.",2,2,1
me muevo con normalidad,1,1,1
hipervision aunque estoy postrado aunque escucho las conversaciones sin problema.,0,1,2
no puedo andar dolor de ojos sensible a pitidos.,0,2,0
"hipervision, tengo tics motores",2,1,2
"no puedo subir escaleras, por otro lado escucho las conversaciones sin problema",0,1,1
vista de aguila y no tengo piernas,0,1,2
mi agudeza visual es correcta y toy sordo. soy paraplejico.,0,0,1
diagnosticado de tdah,2,1,1
veo todo muy borroso,1,1,0
"veo destellos constantemente, me muevo compulsivamente, por otro lado uso lenguaje de senas.",2,0,2
mi agudeza visual es correcta escucho perfectamente sufro tdah.,2,1,1
no me funcionan los ojos y me molestan mucho los ruidos,1,2,0
"necesito ambiente oscuro, no oigo nada hipermovilidad.",2,0,2
sin problemas de oido,1,1,1
camino bien,1,1,1
oigo muy mal aunque tengo movilidad muy reducida,0,0,1
luz solar me ciega,1,1,2
inquietud motora extrema escucho perfectamente,2,1,1
de oido ando perfecto pero no veo en absoluto,1,1,0
"veo bien y sin problemas de movilidad, por otro lado oigo genial.",1,1,1
tengo audicion normal ademas inquietud motora extrema,2,1,1
luz solar me ciega,1,1,2
movilidad estandar,1,1,1
llevo lentillas y veo bien pero camino bien,1,1,1
tengo movilidad muy reducida. ruido ambiental me agobia,0,2,1
de oido ando perfecto y no veo nada,1,1,0
"no tengo ojos, orejas sensibles y tengo tdah.",2,2,0
me duelen los ojos pero escucho las conversaciones sin problema,1,1,0
de la vista ando bien,1,1,1
camino con mueletas vista de aguila ademas uso lenguaje de senas.,0,0,2
camino bien,1,1,1
mi agudeza visual es correcta camino bien,1,1,1
"escucho perfectamente, no tengo problemas en los ojos, por otro lado inquietud motora extrema.",2,1,1
me molesta mucho la luz,1,1,2
veo perfectamente pero puedo andar sin problemas aunque escucho las conversaciones sin problema.,1,1,1
"soy sordo, hipermovilidad, veo bien.",2,0,1
tengo hiperactividad pero los brillos me hacen daño en los ojos ademas de oido ando perfecto.,2,1,2
no tengo piernas pero no soporto el volumen alto hipervision.,0,2,2
de la vista ando bien aunque ando en silla de ruedas,0,1,1
tengo hipersensibilidad auditiva,1,2,1
"mi agudeza visual es correcta, no oigo nada aunque no tengo piernas.",0,0,1
"veo muy mal, no puedo andar",0,1,0
no me puedo quedar quieto,2,1,1
no puedo caminar ademas sin problemas de vista ademas sensible a pitidos.,0,2,1
"ando bien de las piernas, hipersensibilidad a la luz",1,1,2
"tengo muy poca vision, por otro lado no puedo caminar",0,1,0
sin problemas de movilidad no distingo formas ni colores,1,1,0
de oido ando perfecto pero tengo tdah. no soporto las luces brillantes.,2,1,2
"mi vista es normal, por otro lado ando con muletas, soy sordo.",0,0,1
mi oido es normal y veo lo estandar me muevo compulsivamente.,2,1,1
movilidad estandar pero oigo bien,1,1,1
tengo hiperactividad,2,1,1
"no soporto el volumen alto, me molesta mucho la luz aunque movilidad estandar.",1,2,2
dificultad severa para moverme ademas mi agudeza visual es correcta pero uso lenguaje de senas.,0,0,1
tengo audicion nula ademas veo destellos constantemente,1,0,2
estoy postrado mi oido es normal,0,1,1
"mi agudeza visual es correcta, los sonidos agudos me dan dolor de cabeza",1,2,1
no puedo caminar,0,1,1
orejas sensibles. necesidad de moverme siempre aunque perdi el ojo.,2,2,0
ojos sensibles,1,1,2
de oido ando perfecto,1,1,1
"audicion sin problemas, por otro lado me molesta mucho la luz, sin problemas de movilidad.",1,1,2
tengo tdah,2,1,1
tengo hiperactividad,2,1,1
necesidad de moverme siempre,2,1,1
"mi oido es normal aunque tengo fotofobia, por otro lado movilidad estandar.",1,1,2
de oido ando perfecto. necesidad de moverme siempre,2,1,1
uso gafas para leer. no oigo ni papa y voy en silla.,0,0,1
tengo hiperacusia,1,2,1
toy ciego,1,1,0
necesito espacio amplio,2,1,1
tengo sordera profunda,1,0,1
veo lo estandar,1,1,1
dolor de ojos y escucho perfectamente. tengo tdah.,2,1,0
mi movilidad es normal. oigo bien pero uso baston para ciegos.,1,1,0
mi oido es normal,1,1,1
"ningun problema para caminar ademas tengo muy poca vision, por otro lado tengo muy poca audicion.",1,0,0
soy tuerto,1,1,0
mi movilidad es normal ademas no veo nada,1,1,0
me molestan mucho los ruidos y me fallan las piernas,0,2,1
"voy en silla. sordo total, mi vista es normal.",0,0,1
"ojos sensibles, no escucho nada, invalido.",0,0,2
los brillos me hacen daño en los ojos,1,1,2
no puedo andar aunque soy sordo,0,0,1
ojos sensibles,1,1,2
no tengo orejas,1,0,1
no tengo problemas en los ojos,1,1,1
tengo hiperactividad,2,1,1
camino perfectamente,1,1,1
oigo bien,1,1,1
me molestan mucho los ruidos y ningun problema para caminar,1,2,1
luz solar me ciega me molestan mucho los ruidos,1,2,2
ruido ambiental me agobia ademas tengo hiperactividad,2,2,1
escucho los ruidos demasiado fuertes ademas veo lo estandar ningun problema para caminar.,1,2,1
"no tengo ojos, por otro lado camino muy lento ademas no oigo ni papa.",0,0,0
"tengo hiperactividad, por otro lado tengo hipersensibilidad visual",2,1,2
mi agudeza visual es correcta. tengo hiperacusia ademas tengo tdah.,2,2,1
escucho los ruidos demasiado fuertes. inquietud motora extrema,2,2,1
camino bien oigo muy mal aunque no veo casi nada.,1,0,0
no me funcionan los oidos,1,0,1
tengo muy poca audicion camino muy lento pero no tengo problemas en los ojos.,0,0,1
veo todo muy borroso ademas sensible a pitidos,1,2,0
estoy postrado,0,1,1
necesidad de moverme siempre,2,1,1
mi movilidad es normal,1,1,1
hipermovilidad,2,1,1
vista de aguila y oigo muy mal,1,0,2
pantallas muy brillantes me duelen ademas tengo tdah,2,1,2
"mi movilidad es normal, luz solar me ciega",1,1,2
"oigo genial, por otro lado hipervision",1,1,2
"escucho los ruidos demasiado fuertes, no veo casi nada pero sin problemas de movilidad.",1,2,0
tengo audicion nula. tengo vision normal ademas camino bien.,1,0,1
llevo lentillas y veo bien,1,1,1
hipervision. sordo total,1,0,2
soy hiperactivo,2,1,1
ando bien de las piernas,1,1,1
veo destellos constantemente aunque no tengo orejas ademas invalido.,0,0,2
escucho todo muy apagado y uso gafas para leer y ningun problema para caminar.,1,0,1
mi movilidad es normal ademas me duele el ojo,1,1,0
vista de aguila pero camino con mueletas,0,1,2
luz solar me ciega me cuesta mucho caminar,0,1,2
ando con muletas ademas me molesta mucho la luz,0,1,2
veo muy mal,1,1,0
pantallas muy brillantes me duelen pero hipermovilidad aunque escucho los ruidos demasiado fuertes.,2,2,2
no soporto estar atrapado pero orejas sensibles ademas mi agudeza visual es correcta.,2,2,1
tengo tics motores ademas no me funcionan los oidos,2,0,1
ando con muletas no tengo problemas en los ojos tengo hiperacusia.,0,2,1
camino con baston,0,1,1
tengo dolor ocular estoy inmovilizado pero sin problemas de oido.,0,1,0
"llevo lentillas y veo bien, por otro lado oigo bien",1,1,1
toy sordo,1,0,1
no tengo orejas,1,0,1
sin problemas de movilidad y escucho todo muy apagado ademas ojos sensibles.,1,0,2
veo bien,1,1,1
tengo tics motores veo muy mal los sonidos agudos me dan dolor de cabeza.,2,2,0
"tengo hiperacusia, me muevo con normalidad, por otro lado veo todo muy borroso.",1,2,0
estoy postrado,0,1,1
dolor de ojos y tengo audicion normal,1,1,0
no me funcionan los oidos aunque movilidad estandar pero ciego de nacimiento.,1,0,0
no tengo ojos,1,1,0
la luz me deslumbra demasiado pero oigo genial,1,1,2
camino muy lento,0,1,1
tengo fotofobia ademas camino muy lento,0,1,2
orejas sensibles y veo bien. camino con baston.,0,2,1
ruido ambiental me agobia,1,2,1
me molesta mucho la luz pero tengo hiperactividad,2,1,2
me muevo con normalidad,1,1,1
me molesta mucho la luz no me funcionan los oidos pero ando bien de las piernas.,1,0,2
sin problemas de vista,1,1,1
no soporto las luces brillantes pero soy paraplejico ademas escucho las conversaciones sin problema.,0,1,2
tapon en el oido,1,0,1
mi agudeza visual es correcta,1,1,1
ningun problema para caminar aunque tengo ceguera total,1,1,0
no me funcionan los ojos,1,1,0
ando bien de las piernas aunque uso lenguaje de senas,1,0,1
no distingo formas ni colores ademas oido demasiado sensible y puedo andar sin problemas.,1,2,0
ando con muletas aunque me molesta mucho la luz oigo muy mal.,0,0,2
toy sordo y diagnosticado de tdah,2,0,1
"soy ciego parcialmente y tengo tics motores, por otro lado oido demasiado sensible.",2,2,0
perdi el ojo,1,1,0
"no me funcionan los oidos, me muevo con normalidad",1,0,1
"escucho perfectamente, hipervision",1,1,2
de oido ando perfecto,1,1,1
oigo bien tengo vision nula,1,1,0
"hipersensibilidad a la luz, mi oido es normal",1,1,2
"no tengo orejas aunque tengo tdah, por otro lado perdi el ojo.",2,0,0
camino muy lento,0,1,1
necesidad de moverme siempre los brillos me hacen daño en los ojos. mi oido es normal.,2,1,2
"tapon en el oido, por otro lado me duelen los ojos ademas puedo andar sin problemas.",1,0,0
"no tengo problemas en los ojos, por otro lado el ruido fuerte me daña",1,2,1
inquietud motora extrema. no soporto el volumen alto aunque me duele el ojo.,2,2,0
"escucho los ruidos demasiado fuertes, los brillos me hacen daño en los ojos y invalido.",0,2,2
diagnosticado de tdah,2,1,1
sensible a pitidos pero veo todo muy borroso,1,2,0
"no escucho nada, me duele el ojo",1,0,0
no veo en absoluto ademas tengo tdah,2,1,0
sensible a pitidos,1,2,1
sin problemas de movilidad tengo vision normal y escucho todo muy apagado.,1,0,1
tengo muy poca vision,1,1,0
"camino perfectamente, por otro lado audicion sin problemas, por otro lado veo lo estandar.",1,1,1
necesito ambiente oscuro ademas soy hiperactivo,2,1,2
no oigo nada,1,0,1
necesito ambiente oscuro y necesito espacio amplio,2,1,2
"uso baston para ciegos, sufro tdah pero no oigo ni papa.",2,0,0
tengo muy poca audicion,1,0,1
tengo sordera profunda. veo destellos constantemente,1,0,2
oido demasiado sensible y me duele el ojo,1,2,0
tengo tics motores,2,1,1
tengo ceguera total sin problemas de movilidad y de oido ando perfecto.,1,1,0
sin problemas de oido,1,1,1
soy paraplejico aunque tengo fotofobia,0,1,2
todo ok con la vista pero toy sordo,1,0,1
los sonidos agudos me dan dolor de cabeza pero dificultad severa para moverme,0,2,1
toy ciego ademas ningun problema para caminar,1,1,0
necesidad de moverme siempre ademas oigo genial,2,1,1
tengo vision nula,1,1,0
"camino perfectamente. luz solar me ciega, por otro lado escucho las conversaciones sin problema.",1,1,2
"no tengo problemas en los ojos, oigo bien",1,1,1
no me funcionan los oidos pero tengo hiperactividad,2,0,1
tengo movilidad muy reducida y veo lo estandar,0,1,1
no veo en absoluto pero escucho cero ademas me fallan las piernas.,0,0,0
"no veo casi nada aunque necesidad de moverme siempre, audicion sin problemas.",2,1,0
"uso gafas para leer ademas audicion sin problemas, me muevo compulsivamente.",2,1,1
"tengo tics motores. sin sentido del oido, por otro lado veo todo muy borroso.",2,0,0
todo ok con la vista,1,1,1
mi oido es normal,1,1,1
todo ok con la vista,1,1,1
tengo vision normal. sin problemas de movilidad,1,1,1
oido demasiado sensible ademas ojos sensibles y movilidad estandar.,1,2,2
no soporto estar atrapado y escucho todo muy apagado,2,0,1
sin problemas de movilidad,1,1,1
puedo andar sin problemas,1,1,1
necesidad de moverme siempre,2,1,1
oigo genial,1,1,1
hipersensibilidad a la luz,1,1,2
camino bien,1,1,1
los sonidos agudos me dan dolor de cabeza pero tengo ceguera total,1,2,0
de oido ando perfecto pero vista de aguila y inquietud motora extrema.,2,1,2
tengo fotofobia,1,1,2
me muevo con normalidad,1,1,1
estoy postrado,0,1,1
sensible a pitidos ando cojo,0,2,1
ando bien de las piernas ademas tengo muy poca audicion,1,0,1
tengo sordera profunda pero hipersensibilidad a la luz,1,0,2
veo muy mal,1,1,0
ruido ambiental me agobia,1,2,1
"no puedo caminar, me molesta mucho la luz",0,1,2
oigo genial inquietud motora extrema,2,1,1
hipermovilidad me molestan mucho los ruidos,2,2,1
"camino muy lento, necesito ambiente oscuro",0,1,2
"el ruido fuerte me daña, por otro lado diagnosticado de tdah",2,2,1
"oigo bien pero ojos sensibles, por otro lado camino bien.",1,1,2
"oigo bien, por otro lado tengo tics motores",2,1,1
"veo bien, por otro lado ando cojo aunque escucho perfectamente.",0,1,1
hipersensibilidad a la luz,1,1,2
no soporto las luces brillantes,1,1,2
"veo destellos constantemente, necesito espacio amplio, por otro lado no soporto el volumen alto.",2,2,2
no veo nada,1,1,0
sin problemas de oido aunque no tengo piernas,0,1,1
mi vista es normal aunque escucho los ruidos demasiado fuertes,1,2,1
tengo audicion nula,1,0,1
me muevo con normalidad. soy tuerto,1,1,0
inquietud motora extrema,2,1,1
tengo hiperacusia pero ando bien de las piernas pero veo destellos constantemente.,1,2,2
inquietud motora extrema ademas necesito ambiente oscuro,2,1,2
me muevo con normalidad,1,1,1
no puedo andar ademas veo destellos constantemente,0,1,2
tengo audicion normal,1,1,1
no oigo ni papa tengo necesidad constante de moverme aunque uso gafas para leer.,2,0,1
no tengo orejas pero mi movilidad es normal,1,0,1
camino perfectamente ademas luz solar me ciega,1,1,2
camino bien perdi el ojo,1,1,0
oigo bien tengo fotofobia ademas sufro tdah.,2,1,2
camino perfectamente,1,1,1
escucho las conversaciones sin problema,1,1,1
ciego de nacimiento,1,1,0
"casi no tengo vista, puedo andar sin problemas",1,1,0
vista de aguila los sonidos agudos me dan dolor de cabeza,1,2,2
no tengo piernas. no tengo orejas,0,0,1
tengo fotofobia los sonidos agudos me dan dolor de cabeza,1,2,2
audicion sin problemas aunque ando bien de las piernas,1,1,1
me muevo con normalidad aunque tengo muy poca audicion,1,0,1
uso baston para ciegos y sin problemas de oido,1,1,0
tengo audicion normal tengo fotofobia. me muevo compulsivamente.,2,1,2
estoy inmovilizado,0,1,1
sin sentido del oido mi vista es normal,1,0,1
hipermovilidad y casi no tengo vista y sensible a pitidos.,2,2,0
llevo lentillas y veo bien necesito espacio amplio,2,1,1
"veo lo estandar, por otro lado diagnosticado de tdah pero sin sentido del oido.",2,0,1
tengo necesidad constante de moverme. hipersensibilidad a la luz,2,1,2
sin problemas de vista,1,1,1
oido demasiado sensible,1,2,1
me cuesta mucho caminar pero escucho perfectamente aunque veo destellos constantemente.,0,1,2
camino bien. no oigo ni papa. toy ciego.,1,0,0
veo muy mal y oido demasiado sensible. camino bien.,1,2,0
"ningun problema para caminar, por otro lado uso lenguaje de senas",1,0,1
no puedo mover las piernas,0,1,1
ruido ambiental me agobia,1,2,1
"toy sordo, tengo fotofobia ademas no tengo piernas.",0,0,2
tengo fotofobia ademas ando cojo,0,1,2
el ruido fuerte me daña pero me muevo con normalidad,1,2,1
no distingo formas ni colores y me muevo compulsivamente,2,1,0
"de oido ando perfecto, soy hiperactivo",2,1,1
"tengo fotofobia, puedo andar sin problemas",1,1,2
he perdido la vista,1,1,0
he perdido la vista aunque escucho los ruidos demasiado fuertes pero inquietud motora extrema.,2,2,0
veo muy mal ademas tengo audicion normal,1,1,0
tengo muy poca vision ademas mi movilidad es normal,1,1,0
"sufro tdah, tengo sordera profunda y tengo dolor ocular.",2,0,0
"todo ok con la vista. mi oido es normal, por otro lado mi movilidad es normal.",1,1,1
"escucho los ruidos demasiado fuertes, no tengo ojos",1,2,0
oigo bien ademas no tengo problemas en los ojos puedo andar sin problemas.,1,1,1
los brillos me hacen daño en los ojos tengo hipersensibilidad auditiva,1,2,2
no escucho nada. no puedo caminar,0,0,1
"escucho perfectamente y ando bien de las piernas, por otro lado dolor de ojos.",1,1,0
tengo fotofobia aunque me muevo con normalidad,1,1,2
veo perfectamente,1,1,1
escucho los ruidos demasiado fuertes pero tengo movilidad muy reducida. ciego de nacimiento.,0,2,0
todo ok con la vista ademas no puedo caminar,0,1,1
"mi vista es normal, no escucho nada, por otro lado me muevo compulsivamente.",2,0,1
escucho las conversaciones sin problema,1,1,1
los sonidos agudos me dan dolor de cabeza. me cuesta mucho caminar y pantallas muy brillantes me duelen.,0,2,2
me duelen los ojos y no tengo orejas,1,0,0
"puedo andar sin problemas, por otro lado tengo sordera profunda. sin problemas de vista.",1,0,1
de la vista ando bien ademas soy sordo y mi movilidad es normal.,1,0,1
no me funcionan los oidos aunque hipersensibilidad a la luz,1,0,2
no tengo piernas,0,1,1
"escucho perfectamente ademas hipersensibilidad a la luz, invalido.",0,1,2
tengo hiperacusia y me muevo compulsivamente,2,2,1
me muevo compulsivamente y no me funcionan los ojos,2,1,0
mi oido es normal,1,1,1
tengo vision normal,1,1,1
tengo tics motores ademas escucho todo muy apagado,2,0,1
de oido ando perfecto aunque no puedo mover las piernas,0,1,1
"camino perfectamente, por otro lado pantallas muy brillantes me duelen",1,1,2
"dificultad severa para moverme, hiperaudicion",0,2,1
camino muy lento los sonidos agudos me dan dolor de cabeza. tengo vision normal.,0,2,1
"camino perfectamente, por otro lado tengo fotofobia, escucho los ruidos demasiado fuertes.",1,2,2
no me funcionan los ojos,1,1,0
escucho las conversaciones sin problema puedo andar sin problemas,1,1,1
tengo necesidad constante de moverme aunque mi agudeza visual es correcta,2,1,1
no puedo andar,0,1,1
no oigo ni papa. no tengo problemas en los ojos,1,0,1
ando en silla de ruedas. oigo genial,0,1,1
audicion sin problemas movilidad estandar necesito ambiente oscuro.,1,1,2
tengo hiperacusia ademas no veo en absoluto ando cojo.,0,2,0
voy en silla ademas sin problemas de oido,0,1,1
me cuesta mucho caminar pero tengo sordera profunda,0,0,1
"tengo sordera profunda, casi no tengo vista",1,0,0
no puedo caminar aunque mi oido es normal y la luz me deslumbra demasiado.,0,1,2
"camino perfectamente aunque todo ok con la vista, escucho las conversaciones sin problema.",1,1,1
camino con mueletas,0,1,1
"tengo necesidad constante de moverme, por otro lado necesito ambiente oscuro",2,1,2
mi movilidad es normal. pantallas muy brillantes me duelen,1,1,2
ruido ambiental me agobia y no me puedo quedar quieto,2,2,1
camino con mueletas y tengo audicion normal aunque tengo muy poca vision.,0,1,0
uso lenguaje de senas,1,0,1
no me funcionan los oidos,1,0,1
tengo muy poca audicion,1,0,1
sin problemas de movilidad,1,1,1
"oigo bien, de la vista ando bien",1,1,1
"soy sordo, puedo andar sin problemas",1,0,1
movilidad estandar,1,1,1
veo perfectamente ademas escucho perfectamente,1,1,1
no tengo piernas aunque tengo ceguera total,0,1,0
puedo andar sin problemas aunque escucho los ruidos demasiado fuertes ademas he perdido la vista.,1,2,0
no puedo caminar aunque me molesta mucho la luz,0,1,2
"necesito ambiente oscuro, por otro lado soy sordo",1,0,2
los sonidos agudos me dan dolor de cabeza y dolor de ojos,1,2,0
veo destellos constantemente ademas no escucho nada,1,0,2
camino perfectamente pero vista de aguila,1,1,2
diagnosticado de tdah,2,1,1
voy en silla,0,1,1
tengo tics motores,2,1,1
no distingo formas ni colores aunque el ruido fuerte me daña,1,2,0
tengo tdah,2,1,1
escucho todo muy apagado. tengo vision normal. me muevo con normalidad.,1,0,1
sin sentido del oido,1,0,1
"tengo tics motores, ciego de nacimiento",2,1,0
audicion sin problemas,1,1,1
escucho las conversaciones sin problema ademas diagnosticado de tdah,2,1,1
me cuesta mucho caminar pero orejas sensibles,0,2,1
me muevo con normalidad,1,1,1
sensible a pitidos sufro tdah y no tengo problemas en los ojos.,2,2,1
tengo vision nula,1,1,0
no tengo piernas,0,1,1
tengo vision nula,1,1,0
"pantallas muy brillantes me duelen, tengo hipersensibilidad auditiva pero camino perfectamente.",1,2,2
mi movilidad es normal tengo vision nula pero escucho cero.,1,0,0
hipervision. tengo sordera profunda pero tengo tdah.,2,0,2
audicion sin problemas mi agudeza visual es correcta pero no puedo mover las piernas.,0,1,1
soy paraplejico,0,1,1
el ruido fuerte me daña ademas sin problemas de movilidad,1,2,1
"veo perfectamente ademas sin problemas de oido, por otro lado no tengo piernas.",0,1,1
hipervision. me fallan las piernas,0,1,2
los brillos me hacen daño en los ojos,1,1,2
veo bien pero tengo hiperactividad,2,1,1
ando en silla de ruedas,0,1,1
ningun problema para caminar y tengo muy poca audicion ademas no veo casi nada.,1,0,0
"no tengo orejas, por otro lado no soporto estar atrapado aunque me molesta mucho la luz.",2,0,2
el ruido fuerte me daña,1,2,1
perdi el ojo. oido demasiado sensible,1,2,0
hiperaudicion,1,2,1
hipersensibilidad a la luz y oigo genial y estoy postrado.,0,1,2
tengo tics motores,2,1,1
me duelen los ojos,1,1,0
tengo audicion nula pero camino muy lento,0,0,1
tengo movilidad muy reducida,0,1,1
ningun problema para caminar ademas no tengo problemas en los ojos,1,1,1
"luz solar me ciega, por otro lado tapon en el oido aunque me muevo con normalidad.",1,0,2
mi movilidad es normal,1,1,1
oigo genial pero soy paraplejico,0,1,1
soy sordo pero ando bien de las piernas,1,0,1
soy tuerto ademas diagnosticado de tdah,2,1,0
veo bien. no puedo mover las piernas escucho perfectamente.,0,1,1
luz solar me ciega ademas tapon en el oido y soy paralitico.,0,0,2
necesito espacio amplio el ruido fuerte me daña,2,2,1
"camino con mueletas, escucho las conversaciones sin problema. mi agudeza visual es correcta.",0,1,1
orejas sensibles. me molesta mucho la luz,1,2,2
de la vista ando bien aunque camino con mueletas no tengo orejas.,0,0,1
"voy en silla, por otro lado sin problemas de vista",0,1,1
mi oido es normal,1,1,1
"no oigo nada, por otro lado ojos sensibles",1,0,2
no puedo mover las piernas y los sonidos agudos me dan dolor de cabeza,0,2,1
tengo audicion normal. no me puedo quedar quieto,2,1,1
no soporto las luces brillantes camino con baston y no soporto el volumen alto.,0,2,2
no oigo ni papa,1,0,1
"ruido ambiental me agobia y no puedo mover las piernas, por otro lado veo destellos constantemente.",0,2,2
me molesta mucho la luz,1,1,2
estoy inmovilizado,0,1,1
no tengo orejas ademas de la vista ando bien,1,0,1
soy ciego parcialmente,1,1,0
oigo muy mal,1,0,1
"camino perfectamente ademas no oigo ni papa, no veo casi nada.",1,0,0
tengo fotofobia aunque me cuesta mucho caminar,0,1,2
no soporto estar atrapado aunque escucho las conversaciones sin problema,2,1,1
ando bien de las piernas pero sordo total,1,0,1
"me fallan las piernas pero tengo vision nula, tengo sordera profunda.",0,0,0
ningun problema para caminar pero los brillos me hacen daño en los ojos,1,1,2
tengo hipersensibilidad auditiva,1,2,1
